make_year,mileage_kmpl,engine_cc,fuel_type,owner_count,price_usd,brand,transmission,color,service_history,accidents_reported,insurance_valid
2011,14.5,1000,Petrol,5,4871.14,Kia,Automatic,White,Full,0,Yes
2006,18.78,2000,Petrol,5,3499.85,Kia,Automatic,Black,Full,1,No
2015,12.49,5000,Electric,2,16204.39,BMW,Manual,Red,Full,1,Yes
2005,25.82,800,Petrol,3,5376.84,Honda,Manual,Red,Full,0,No
1999,22.01,2500,Petrol,5,5731.99,Nissan,Automatic,Silver,Partial,0,Yes
2021,12.16,5000,Diesel,5,10571.59,Chevrolet,Manual,Black,None,2,Yes
2006,23.07,1000,Petrol,1,6610.85,Chevrolet,Automatic,Black,Full,0,Yes
2011,24.11,1800,Electric,1,11330.97,Ford,Manual,Red,None,0,No
2000,12.29,2500,Petrol,1,4973.53,Hyundai,Manual,Silver,Full,0,Yes
1995,12.17,5000,Petrol,5,7881.13,Kia,Manual,Gray,None,0,Yes
1999,14.95,4000,Petrol,5,5710.55,Nissan,Manual,Gray,Full,2,Yes
2019,10.92,800,Petrol,3,7600.83,Volkswagen,Manual,White,None,0,Yes
2022,14.1,4000,Petrol,4,9608.42,Ford,Automatic,Blue,None,1,Yes
2008,16.0,1800,Petrol,1,5102.2,Ford,Manual,Red,Partial,0,Yes
1999,20.52,2000,Diesel,4,6406.06,Hyundai,Manual,Blue,Full,0,Yes
2016,18.41,3000,Petrol,1,10787.87,Honda,Manual,Blue,Full,0,Yes
2018,17.26,1000,Petrol,1,7626.15,Ford,Automatic,Gray,Partial,0,Yes
2021,15.58,2500,Petrol,3,8117.3,Kia,Manual,Blue,Full,0,Yes
1995,11.46,1500,Diesel,3,2839.7,Ford,Automatic,Gray,Partial,0,No
2012,20.96,4000,Petrol,2,10557.51,Toyota,Manual,Gray,Partial,2,Yes
2010,20.85,2000,Petrol,1,8794.47,Chevrolet,Automatic,Red,Full,2,Yes
2003,14.92,2500,Diesel,1,6297.14,Chevrolet,Manual,White,Full,0,Yes
2013,12.49,2000,Petrol,1,6846.98,Honda,Manual,Black,Full,2,Yes
2016,25.78,3000,Petrol,3,10615.74,Hyundai,Manual,Silver,Partial,0,Yes
1999,19.23,2000,Petrol,1,7386.81,Volkswagen,Automatic,Black,Full,0,Yes
2021,19.98,2500,Petrol,2,9310.73,Ford,Automatic,Silver,Full,1,Yes
1996,20.2,3000,Diesel,5,5870.01,Tesla,Automatic,Black,Full,1,Yes
2009,11.99,800,Petrol,2,5428.01,BMW,Automatic,Red,Partial,0,Yes
2001,25.5,5000,Petrol,5,8691.22,Ford,Manual,Red,None,0,Yes
1998,15.98,1500,Petrol,3,3489.99,Honda,Manual,Blue,None,1,No
1995,22.11,2000,Electric,4,5588.55,Volkswagen,Automatic,Silver,Full,1,Yes
2007,25.29,800,Petrol,3,7245.68,Hyundai,Automatic,Gray,Partial,2,Yes
2014,18.41,1500,Diesel,4,6204.15,Volkswagen,Manual,White,None,1,No
2016,12.09,2000,Petrol,5,6662.37,Tesla,Automatic,Red,Partial,0,Yes
2001,5.53,2500,Diesel,4,3568.18,Ford,Manual,Silver,Full,0,No
2009,17.81,2000,Diesel,5,4891.33,BMW,Automatic,Red,None,0,Yes
2017,19.25,1500,Petrol,4,6404.54,Kia,Automatic,White,None,0,Yes
2008,15.1,2500,Petrol,5,5485.64,Nissan,Manual,Silver,Full,0,Yes
2017,18.68,5000,Petrol,4,14057.63,Hyundai,Manual,Blue,Partial,0,Yes
2013,20.15,1000,Petrol,5,5165.45,Nissan,Automatic,Silver,Full,1,No
2016,22.97,2000,Petrol,2,9233.47,Nissan,Manual,White,Full,1,No
2023,16.86,1800,Petrol,1,9094.27,Ford,Manual,Gray,Full,0,No
2018,17.77,1000,Petrol,2,6812.68,Hyundai,Manual,Blue,Full,0,No
2014,17.11,4000,Petrol,3,10733.05,Hyundai,Manual,Gray,Partial,1,Yes
2023,18.17,2500,Diesel,4,8745.09,Volkswagen,Manual,Gray,Full,0,Yes
2018,15.43,1200,Petrol,5,6654.07,BMW,Automatic,Gray,Full,0,Yes
2012,15.41,2500,Petrol,2,6975.29,Tesla,Automatic,Red,Full,1,Yes
2004,15.72,2000,Diesel,2,7103.18,BMW,Automatic,Gray,None,0,Yes
2003,18.78,2500,Diesel,5,6522.5,Nissan,Manual,Blue,Full,0,No
2019,13.76,1500,Electric,4,11235.25,Honda,Automatic,Red,Partial,0,Yes
2002,15.75,5000,Diesel,3,7844.51,Ford,Automatic,White,Partial,1,Yes
2020,27.04,3000,Diesel,3,11724.72,BMW,Automatic,Gray,Partial,1,No
2023,22.48,3000,Petrol,3,9884.04,Tesla,Manual,Black,Full,0,Yes
2004,13.21,2500,Diesel,5,5731.1,Volkswagen,Manual,Black,Full,0,Yes
2011,22.32,2500,Diesel,2,9367.02,Kia,Manual,White,None,0,Yes
1996,21.14,5000,Diesel,3,8481.13,Tesla,Automatic,Red,Full,1,Yes
2000,17.48,3000,Petrol,2,7711.54,Nissan,Manual,Blue,Full,0,No
2020,14.46,800,Diesel,3,5497.57,Hyundai,Automatic,Red,Partial,1,Yes
1999,13.89,2000,Diesel,3,3725.76,Hyundai,Automatic,Black,Partial,2,Yes
2022,19.12,1000,Petrol,4,4613.95,Tesla,Automatic,Gray,None,0,Yes
2003,13.77,800,Diesel,5,3612.93,BMW,Manual,Blue,Full,0,Yes
1999,23.49,5000,Petrol,4,9477.03,Ford,Manual,Silver,None,2,Yes
2012,24.9,2500,Diesel,2,7888.04,Nissan,Automatic,Black,Partial,0,No
2020,17.79,2000,Diesel,2,8851.24,Honda,Automatic,White,Partial,0,Yes
2014,23.69,1800,Petrol,5,6649.47,Tesla,Manual,Blue,Full,1,Yes
2003,15.94,1800,Diesel,3,4042.69,Hyundai,Manual,Red,Partial,0,Yes
2011,14.43,4000,Diesel,5,7380.18,Kia,Manual,Gray,Full,0,Yes
2021,23.5,4000,Petrol,3,12977.8,Volkswagen,Manual,Silver,None,0,Yes
2011,25.9,2000,Petrol,1,8869.47,Ford,Manual,Black,Partial,0,Yes
2006,27.82,1200,Diesel,1,6290.82,BMW,Manual,Blue,Partial,0,Yes
2001,19.66,2500,Petrol,5,4778.49,Honda,Automatic,Black,None,0,Yes
2021,22.31,1500,Petrol,1,8611.98,Kia,Automatic,White,Partial,0,Yes
1997,19.55,1800,Diesel,1,3819.09,Volkswagen,Manual,Black,Full,0,Yes
2004,25.02,2500,Electric,2,11693.9,Honda,Automatic,Gray,Full,0,Yes
1996,20.17,2500,Petrol,3,5104.79,Hyundai,Automatic,Red,None,1,Yes
2019,22.03,5000,Petrol,1,13738.87,Nissan,Automatic,Red,None,1,Yes
1997,12.32,3000,Diesel,4,5490.59,Toyota,Manual,White,None,1,Yes
2010,16.84,800,Diesel,2,6365.93,BMW,Manual,White,Full,0,Yes
1996,22.07,1800,Diesel,3,4849.69,Tesla,Manual,Silver,Full,1,No
2022,21.62,4000,Petrol,2,11204.03,Ford,Automatic,Blue,Full,0,No
2018,22.49,2500,Diesel,4,8300.5,BMW,Automatic,Black,None,0,Yes
2004,18.6,1000,Petrol,3,4163.78,Honda,Manual,White,Full,1,Yes
2000,14.74,800,Diesel,5,1000.0,Volkswagen,Manual,Blue,Full,0,No
2016,17.71,3000,Petrol,5,8400.69,Hyundai,Manual,White,Full,2,Yes
2020,18.24,4000,Diesel,2,12246.02,Ford,Manual,White,None,0,No
2005,19.21,5000,Diesel,5,9547.69,Nissan,Manual,Silver,Partial,1,Yes
2017,13.16,1800,Diesel,3,5893.45,Chevrolet,Automatic,Gray,Partial,0,Yes
2001,16.67,2000,Petrol,4,4762.69,Toyota,Manual,Gray,Partial,0,Yes
2021,17.56,1000,Diesel,4,7181.53,Volkswagen,Manual,Gray,Partial,0,Yes
2023,6.79,1800,Electric,5,8647.56,Chevrolet,Automatic,Red,Full,0,Yes
2009,22.16,1500,Electric,1,10956.46,Toyota,Automatic,Blue,Full,1,No
2000,18.82,3000,Electric,1,11090.71,BMW,Manual,Silver,Full,0,Yes
2014,19.33,3000,Petrol,1,7925.86,Chevrolet,Automatic,Red,Full,0,Yes
2021,15.42,1800,Petrol,5,6084.99,BMW,Automatic,White,Partial,1,No
2003,20.93,3000,Petrol,5,6884.52,Chevrolet,Manual,Gray,Full,0,Yes
2016,13.84,2000,Petrol,5,6093.94,Ford,Manual,Silver,Partial,0,Yes
2014,14.63,5000,Petrol,3,12195.22,BMW,Manual,Red,Partial,1,Yes
2006,21.14,2000,Diesel,1,7573.56,Ford,Automatic,Red,Full,2,Yes
2013,19.79,1500,Diesel,2,7624.33,BMW,Automatic,Silver,Full,0,Yes
2014,11.61,5000,Diesel,3,10558.82,Nissan,Manual,Black,Partial,1,Yes
1997,25.89,1200,Diesel,3,4690.73,Ford,Manual,Gray,Full,0,No
2009,14.21,4000,Petrol,5,6932.68,Nissan,Automatic,Silver,Full,0,Yes
1996,17.34,1800,Diesel,5,3950.12,Nissan,Manual,White,Full,0,Yes
2015,26.73,5000,Petrol,3,13129.68,Hyundai,Automatic,Black,Partial,0,Yes
1996,7.7,5000,Petrol,5,5508.58,BMW,Manual,Silver,Full,1,Yes
2016,9.47,1500,Petrol,1,6457.75,Ford,Manual,Red,Full,0,Yes
1997,20.21,2000,Diesel,3,7377.31,Hyundai,Manual,Gray,Partial,1,Yes
2000,5.61,1500,Electric,3,5631.23,Nissan,Automatic,Blue,None,1,No
2009,7.78,2000,Petrol,3,4875.35,Volkswagen,Automatic,Silver,None,2,Yes
2021,23.88,5000,Petrol,5,11655.42,Toyota,Automatic,Red,Full,0,No
2004,15.96,3000,Diesel,3,5835.91,BMW,Automatic,Silver,Full,2,Yes
2003,28.98,3000,Diesel,2,7850.5,Chevrolet,Manual,Gray,Full,0,No
1995,12.83,2000,Diesel,2,6207.1,BMW,Automatic,White,Full,0,No
2010,16.41,800,Petrol,1,5934.19,Tesla,Manual,White,Full,1,Yes
2000,20.7,800,Diesel,3,2170.7,Chevrolet,Automatic,Red,Full,1,Yes
2003,20.36,1200,Petrol,3,4612.43,Hyundai,Manual,Gray,Full,0,Yes
2021,16.73,1000,Petrol,5,6586.05,Nissan,Manual,Red,Full,1,Yes
1998,14.76,800,Petrol,4,2495.74,BMW,Manual,Black,None,0,Yes
2021,19.16,800,Electric,4,7673.53,Tesla,Manual,White,Partial,1,Yes
2022,24.88,2000,Petrol,3,9834.74,Toyota,Automatic,Blue,Full,1,Yes
1996,21.81,2500,Diesel,1,6697.94,Honda,Automatic,White,Partial,0,Yes
2023,14.84,3000,Petrol,2,10344.69,Hyundai,Automatic,White,Full,0,Yes
1998,13.04,1200,Petrol,3,4816.23,Nissan,Manual,Blue,Full,0,Yes
1995,14.54,800,Electric,3,5074.22,Chevrolet,Automatic,Gray,Partial,1,Yes
2013,11.63,1800,Petrol,1,6245.57,Volkswagen,Automatic,Gray,Full,1,Yes
2020,18.74,3000,Diesel,1,8918.66,Ford,Manual,White,Partial,0,Yes
2019,22.07,1500,Electric,4,9454.58,Hyundai,Manual,Silver,Full,0,Yes
2004,17.64,1000,Diesel,3,3364.59,Honda,Automatic,Silver,Partial,1,Yes
2015,26.6,4000,Petrol,3,9435.47,Kia,Automatic,White,Partial,0,Yes
2009,26.88,4000,Diesel,5,10146.76,Kia,Manual,White,None,2,No
2021,19.54,1200,Diesel,2,8199.33,BMW,Manual,Blue,Full,0,Yes
2016,21.51,2500,Electric,5,10607.64,Honda,Manual,White,Full,0,Yes
2013,13.5,800,Diesel,5,2673.24,Tesla,Manual,Red,Full,1,No
2010,16.2,3000,Petrol,2,8593.07,Tesla,Manual,Silver,None,2,Yes
2015,24.36,3000,Diesel,3,10201.86,Toyota,Manual,White,Full,1,No
2021,15.1,1200,Petrol,4,7929.41,Honda,Manual,Red,Full,1,Yes
2018,25.44,1800,Petrol,2,9200.62,BMW,Manual,Gray,Full,1,Yes
2016,23.56,1500,Diesel,1,8838.48,Toyota,Automatic,White,Full,0,No
1998,21.76,2500,Diesel,3,6129.23,Kia,Manual,Black,None,0,Yes
1996,12.14,2500,Diesel,2,4812.66,Honda,Manual,Red,Partial,0,Yes
2019,16.44,3000,Diesel,2,10504.8,Ford,Manual,Silver,Full,1,Yes
2007,21.22,1800,Petrol,2,6644.24,Volkswagen,Manual,Silver,None,1,No
2022,13.07,1800,Petrol,4,6822.31,Chevrolet,Manual,Black,Full,1,Yes
1995,17.05,3000,Petrol,5,4331.35,BMW,Manual,Red,None,0,No
2011,21.76,1800,Petrol,5,5567.27,Nissan,Automatic,Gray,Partial,0,Yes
2007,15.16,800,Petrol,2,4806.07,Toyota,Manual,Red,Full,0,No
1998,13.77,1200,Electric,2,7174.84,BMW,Manual,Blue,Full,0,Yes
2001,9.0,1000,Diesel,5,1000.0,Nissan,Manual,White,None,0,Yes
2011,16.07,5000,Petrol,4,10689.55,Kia,Manual,Red,Full,0,No
2003,21.87,1800,Petrol,3,4779.05,Tesla,Automatic,Blue,None,1,Yes
1998,13.64,3000,Diesel,5,5366.5,Volkswagen,Manual,Black,None,0,Yes
2013,18.09,4000,Petrol,2,11991.86,BMW,Manual,Black,Partial,1,Yes
1995,16.88,4000,Diesel,4,7226.27,Kia,Manual,Black,Full,1,Yes
2004,14.67,800,Petrol,4,2642.73,Honda,Manual,Blue,Full,0,Yes
1998,22.19,800,Petrol,2,4987.78,Honda,Automatic,Silver,Partial,0,Yes
2003,26.21,800,Diesel,1,4459.09,Kia,Manual,Black,Partial,0,Yes
2007,23.02,800,Diesel,4,4714.79,Volkswagen,Manual,Blue,Full,0,Yes
2008,14.52,4000,Petrol,5,10669.99,Ford,Manual,Blue,None,1,No
2004,27.96,800,Electric,1,8176.46,BMW,Manual,White,None,2,Yes
2000,23.01,2500,Petrol,3,6087.03,Volkswagen,Automatic,Black,Full,1,No
2010,15.71,2000,Petrol,5,5066.11,Volkswagen,Manual,Gray,Partial,0,Yes
2000,14.12,4000,Diesel,2,6976.65,Hyundai,Manual,Silver,Partial,1,Yes
2011,23.61,4000,Diesel,1,10631.85,Volkswagen,Manual,Blue,Full,3,Yes
2004,18.87,1500,Petrol,5,4043.76,Hyundai,Manual,Silver,Full,0,Yes
2012,13.75,4000,Diesel,4,10458.57,Hyundai,Manual,Silver,Partial,0,Yes
2021,17.26,2000,Petrol,2,9100.92,Chevrolet,Automatic,Black,Full,2,Yes
2016,15.96,1800,Electric,1,12036.47,Kia,Automatic,Black,Partial,2,Yes
2012,13.88,4000,Diesel,4,9701.54,Nissan,Automatic,White,Partial,2,Yes
1997,23.07,2500,Petrol,2,6815.87,Chevrolet,Manual,Gray,Full,0,Yes
2014,21.91,4000,Petrol,2,9338.84,Nissan,Automatic,Gray,Full,1,Yes
2021,22.19,1800,Diesel,1,11026.98,Honda,Manual,Silver,Partial,0,Yes
2015,22.12,1500,Diesel,1,9084.01,Volkswagen,Automatic,Silver,Full,0,Yes
2019,13.42,5000,Diesel,1,13143.16,Kia,Manual,Blue,Full,0,Yes
2022,14.98,1200,Electric,5,7516.84,Volkswagen,Manual,Blue,Full,1,Yes
2009,25.29,1800,Petrol,2,6027.69,Toyota,Manual,Gray,Full,0,Yes
2009,18.54,4000,Diesel,3,8277.04,Honda,Manual,Gray,Full,0,No
1998,10.65,1200,Diesel,4,1489.44,Chevrolet,Manual,Blue,Full,0,Yes
2023,19.08,800,Petrol,1,8207.55,Honda,Manual,Silver,Full,2,Yes
2021,21.27,1000,Diesel,2,7353.76,Kia,Manual,White,Full,0,Yes
2003,20.62,5000,Petrol,4,9917.55,Honda,Automatic,Red,Partial,0,Yes
2021,13.31,1800,Petrol,3,7900.92,Nissan,Manual,Blue,Full,2,Yes
2020,27.43,1200,Diesel,4,8801.91,Hyundai,Manual,Red,Partial,0,Yes
2013,10.5,2000,Diesel,3,5480.2,Kia,Automatic,White,None,0,Yes
2018,18.55,3000,Electric,1,11658.93,Chevrolet,Manual,Silver,Full,1,Yes
2022,26.68,2000,Petrol,5,7599.63,Toyota,Automatic,Gray,Partial,1,Yes
2011,20.96,5000,Petrol,3,12167.58,Honda,Automatic,Red,Full,1,Yes
2005,22.18,4000,Petrol,1,11148.66,Honda,Manual,Black,Full,0,No
2019,12.73,2000,Petrol,4,7637.82,Toyota,Manual,Silver,Partial,0,Yes
2003,19.74,1800,Electric,4,7223.45,Ford,Manual,Black,None,0,Yes
2004,17.82,1500,Petrol,4,4714.54,Kia,Manual,Gray,Partial,1,Yes
2012,12.35,1000,Diesel,5,5202.83,Volkswagen,Automatic,White,Full,4,Yes
2014,22.33,2000,Diesel,2,8929.67,Ford,Automatic,Red,Full,0,No
2007,13.9,1000,Diesel,3,2361.46,Ford,Automatic,Red,Full,1,Yes
2002,14.5,1800,Diesel,2,5089.96,Honda,Manual,White,Partial,1,Yes
2001,20.16,800,Diesel,4,2833.88,Honda,Automatic,Gray,Full,2,Yes
2011,17.28,1200,Diesel,5,2929.03,Chevrolet,Automatic,White,Full,1,Yes
2015,18.85,5000,Petrol,1,14379.65,BMW,Automatic,Silver,Partial,0,Yes
2017,16.98,1800,Electric,5,7802.83,Kia,Manual,Gray,Full,0,Yes
2009,25.07,2500,Diesel,2,8404.92,Tesla,Manual,Gray,Partial,0,No
2014,13.37,3000,Petrol,4,8913.1,Hyundai,Manual,White,Partial,1,Yes
2009,15.68,2500,Diesel,3,6003.95,Ford,Manual,Blue,None,0,No
1995,20.41,2500,Diesel,5,4316.14,Honda,Manual,Black,Full,0,Yes
2019,13.06,1000,Diesel,2,6807.23,Kia,Automatic,White,Full,2,No
2008,12.84,2000,Petrol,2,5340.25,Tesla,Automatic,Blue,None,1,Yes
1999,18.69,1800,Diesel,1,5117.34,Nissan,Automatic,Red,Full,0,Yes
2005,22.34,4000,Petrol,3,9631.69,BMW,Manual,White,Full,0,Yes
2010,22.99,5000,Petrol,2,12796.16,Honda,Manual,Black,Full,0,Yes
1996,18.46,1500,Diesel,3,4551.67,Ford,Manual,Black,None,0,Yes
2002,14.64,2500,Diesel,4,4239.41,Ford,Manual,Silver,Full,0,Yes
2005,19.38,3000,Diesel,5,4851.1,Volkswagen,Manual,Red,Full,1,Yes
2023,20.83,2000,Diesel,2,10202.97,Nissan,Manual,Red,Partial,0,No
2012,19.31,1200,Diesel,4,6563.44,BMW,Manual,Black,Full,0,Yes
1997,24.17,1800,Electric,1,11645.45,Kia,Manual,Blue,Partial,0,Yes
2020,12.93,800,Petrol,3,8780.25,Volkswagen,Manual,Black,Partial,0,Yes
1995,14.52,3000,Petrol,4,6652.74,Nissan,Manual,White,Partial,0,Yes
2005,23.48,1000,Diesel,3,3932.62,Tesla,Automatic,Silver,None,0,No
2010,10.63,5000,Petrol,3,9984.3,Volkswagen,Automatic,Gray,Partial,0,No
2012,15.3,2500,Petrol,2,8431.22,Kia,Manual,White,Full,0,Yes
2010,14.34,4000,Diesel,3,9584.26,Honda,Manual,Red,Full,1,Yes
2017,10.18,800,Diesel,4,4203.31,Hyundai,Automatic,White,Partial,0,Yes
2004,17.06,1500,Petrol,1,7121.65,Nissan,Automatic,Red,Partial,0,Yes
2012,21.73,2500,Diesel,2,8060.1,Ford,Automatic,Silver,None,0,No
2000,18.78,4000,Petrol,5,7378.11,Ford,Manual,Red,Full,1,Yes
2013,22.0,1000,Petrol,1,7066.38,Nissan,Automatic,Silver,Full,0,No
1998,23.96,1000,Petrol,4,3955.05,Toyota,Automatic,Blue,Partial,1,No
2021,16.07,2000,Petrol,2,9028.09,BMW,Manual,Blue,Full,0,Yes
2007,31.23,1200,Diesel,3,5638.32,Chevrolet,Manual,Silver,Full,2,Yes
2018,16.27,1500,Petrol,1,5001.51,Ford,Manual,Black,None,0,Yes
2008,16.94,1200,Diesel,2,4969.27,Chevrolet,Automatic,Silver,Full,0,Yes
1997,14.46,800,Diesel,5,1635.13,Kia,Manual,Red,Full,0,No
2004,20.73,2000,Petrol,5,5483.09,Toyota,Manual,Blue,Partial,0,Yes
2000,16.55,1000,Petrol,5,1771.88,Hyundai,Automatic,Gray,Full,1,Yes
1995,17.61,1000,Petrol,2,3553.28,Kia,Manual,Blue,Full,0,Yes
2017,16.97,2500,Diesel,1,9504.52,Volkswagen,Manual,Silver,Full,1,Yes
2018,16.86,1800,Petrol,3,6659.21,Nissan,Automatic,Black,Partial,1,Yes
2021,18.79,3000,Diesel,1,10641.77,Kia,Automatic,Silver,Partial,0,Yes
2008,15.75,1000,Petrol,3,3290.6,Tesla,Automatic,Red,Full,1,Yes
2002,15.98,5000,Electric,1,11659.11,Honda,Manual,Red,Full,0,Yes
2013,23.36,3000,Diesel,1,11375.61,Toyota,Automatic,White,Full,0,Yes
2008,16.53,2500,Diesel,2,7533.31,Toyota,Automatic,Black,Partial,1,No
2004,19.92,5000,Diesel,5,9050.16,Chevrolet,Automatic,Blue,None,0,Yes
2011,13.55,3000,Diesel,5,7055.86,Tesla,Manual,Gray,Full,2,Yes
2003,15.78,1200,Diesel,5,3508.73,Tesla,Manual,Red,Partial,2,Yes
2023,11.84,3000,Diesel,5,10287.57,Ford,Manual,Red,Full,0,Yes
2000,27.27,2000,Diesel,1,8513.06,Hyundai,Manual,Black,Full,0,Yes
2005,24.88,1000,Diesel,5,4485.62,Chevrolet,Automatic,Silver,Full,2,Yes
2019,20.98,2000,Petrol,1,11411.77,Volkswagen,Manual,White,Partial,0,Yes
2001,28.76,1800,Petrol,3,6109.39,Hyundai,Manual,Gray,Partial,1,Yes
2011,21.85,1200,Petrol,4,6685.54,BMW,Manual,Red,Full,1,No
2022,17.14,800,Diesel,4,5425.72,BMW,Manual,White,None,1,Yes
2022,19.86,2500,Petrol,3,9387.46,Kia,Manual,Blue,Full,0,No
1995,24.8,1000,Diesel,1,5297.31,Volkswagen,Manual,White,Full,0,Yes
2016,13.6,800,Petrol,5,4348.85,Toyota,Manual,Red,Full,1,Yes
1999,12.14,800,Petrol,2,3197.48,Toyota,Manual,Gray,None,0,No
2003,20.03,2500,Petrol,1,7754.18,Toyota,Manual,Silver,None,0,Yes
2012,15.07,800,Petrol,1,7011.24,BMW,Manual,Gray,Full,1,Yes
2018,6.7,4000,Diesel,3,9501.75,BMW,Manual,Red,Full,0,Yes
2021,11.79,2000,Petrol,3,6870.61,Tesla,Automatic,Blue,Partial,0,Yes
2015,16.44,1500,Petrol,2,6821.74,Hyundai,Manual,White,Partial,1,Yes
1996,18.24,1500,Diesel,5,4031.8,Nissan,Automatic,Silver,Partial,1,Yes
2023,18.39,1800,Petrol,4,8613.36,BMW,Manual,Gray,Full,1,Yes
2020,28.03,1000,Petrol,5,6656.4,Tesla,Manual,Silver,Full,1,Yes
2005,16.96,1800,Diesel,5,3608.96,Chevrolet,Manual,Gray,Full,0,Yes
2021,19.39,1000,Petrol,1,7325.64,Kia,Automatic,White,None,0,Yes
2022,9.87,1500,Petrol,2,7120.09,Honda,Manual,White,Full,1,Yes
2000,17.84,5000,Petrol,1,10458.42,Hyundai,Manual,White,None,0,No
2020,19.67,1800,Petrol,3,7231.2,Honda,Automatic,Blue,Full,1,Yes
2002,11.12,2000,Petrol,4,4985.42,Kia,Manual,Silver,Partial,3,Yes
1998,13.33,2000,Petrol,2,4131.67,Volkswagen,Automatic,Red,Full,1,Yes
2012,20.45,4000,Petrol,2,9750.1,Volkswagen,Manual,Blue,None,1,Yes
2022,15.27,1500,Petrol,5,6084.92,Kia,Manual,White,None,0,No
2005,17.49,1800,Petrol,1,6914.12,BMW,Automatic,White,Full,0,No
1999,20.7,2000,Petrol,5,3316.14,Nissan,Manual,Gray,Full,1,Yes
2009,28.18,1500,Petrol,5,5932.36,Volkswagen,Manual,Red,Full,0,No
2022,16.89,2000,Petrol,2,8293.19,Hyundai,Automatic,Gray,None,0,Yes
2012,26.85,1000,Diesel,4,5594.62,Tesla,Automatic,Red,Full,0,Yes
1996,8.21,2500,Diesel,3,4025.26,Volkswagen,Manual,Red,Full,1,Yes
2016,18.74,1200,Diesel,5,5941.09,Hyundai,Manual,Black,None,1,Yes
2005,16.33,5000,Diesel,4,9619.16,Kia,Manual,Blue,Partial,0,Yes
2020,15.34,1500,Diesel,5,8609.96,BMW,Automatic,Black,None,1,Yes
2019,21.29,4000,Diesel,4,11494.76,Toyota,Automatic,Red,Partial,1,No
2007,16.93,1800,Petrol,1,7088.62,Toyota,Automatic,Silver,Full,1,No
1998,7.88,4000,Petrol,3,6241.86,Hyundai,Automatic,Blue,None,0,Yes
2016,10.06,5000,Petrol,2,11001.53,Ford,Automatic,Black,Partial,1,Yes
2001,21.61,5000,Petrol,1,12153.64,Chevrolet,Manual,Gray,Partial,0,Yes
2023,9.81,5000,Electric,5,12441.42,BMW,Manual,Gray,Full,0,Yes
2005,21.74,5000,Electric,5,13883.49,BMW,Manual,White,None,0,Yes
2016,18.62,2000,Petrol,3,8697.45,BMW,Manual,Blue,None,0,Yes
2018,17.15,3000,Diesel,3,9039.35,Kia,Manual,Silver,Full,1,Yes
1998,17.59,1800,Petrol,3,5566.12,Volkswagen,Manual,Silver,Full,0,No
2022,20.57,1800,Diesel,5,7082.02,Volkswagen,Manual,Red,Partial,0,Yes
2009,12.11,1200,Diesel,5,3411.01,Hyundai,Automatic,Red,Full,0,No
1995,18.21,2500,Petrol,2,6094.14,Tesla,Automatic,White,Full,0,Yes
2017,12.3,1000,Diesel,3,5055.81,BMW,Manual,Gray,Partial,0,Yes
1997,18.82,1200,Diesel,4,3721.76,Tesla,Manual,Silver,Full,0,Yes
2008,21.23,1000,Diesel,2,5183.34,Nissan,Automatic,Red,None,1,No
2000,18.83,3000,Petrol,4,6435.06,Volkswagen,Manual,Black,None,0,Yes
2012,21.04,1500,Electric,1,13113.19,Tesla,Manual,Gray,None,0,Yes
2019,14.5,5000,Diesel,3,12470.64,Tesla,Automatic,Red,Full,0,Yes
1995,17.69,3000,Diesel,2,7359.39,Volkswagen,Automatic,White,Full,0,Yes
2000,16.81,3000,Petrol,2,7829.49,Nissan,Manual,White,Partial,0,Yes
2000,16.48,3000,Petrol,1,5395.66,Tesla,Automatic,Black,Partial,1,Yes
2015,14.0,3000,Diesel,1,9236.2,BMW,Automatic,Blue,Full,0,Yes
2010,15.84,3000,Petrol,1,10171.61,Hyundai,Automatic,Silver,Full,0,Yes
2023,12.44,4000,Petrol,2,10157.64,Nissan,Manual,White,Partial,2,Yes
1999,9.53,1000,Petrol,5,1220.26,Kia,Manual,Silver,Full,0,Yes
2011,14.5,4000,Petrol,4,10920.48,Hyundai,Automatic,Black,Full,1,Yes
2004,21.13,3000,Petrol,4,5907.24,Volkswagen,Automatic,Black,Full,1,Yes
2022,19.17,5000,Petrol,1,15151.56,Honda,Manual,Blue,Partial,0,No
2015,11.72,800,Petrol,5,2893.47,Kia,Manual,Gray,Partial,1,Yes
2012,15.97,1800,Diesel,5,5884.81,Nissan,Automatic,White,Full,1,No
2001,21.46,1000,Petrol,1,5857.07,Honda,Manual,Black,Partial,0,Yes
1997,15.76,5000,Petrol,3,9648.93,Tesla,Automatic,Red,Full,0,Yes
2007,10.91,1800,Diesel,2,4520.91,Tesla,Automatic,Silver,None,0,Yes
2009,29.29,3000,Petrol,3,10439.26,Hyundai,Automatic,Silver,Full,1,No
2014,17.17,4000,Petrol,5,8353.88,Nissan,Manual,Gray,Full,0,Yes
2013,12.18,4000,Petrol,1,8746.92,Tesla,Manual,Red,Partial,1,Yes
1997,18.86,800,Diesel,2,2435.42,Hyundai,Automatic,Silver,Full,0,Yes
1998,17.57,2500,Diesel,4,4124.94,BMW,Manual,Gray,Full,1,Yes
1999,10.29,3000,Petrol,5,5241.83,Volkswagen,Manual,Gray,Full,1,No
1995,18.47,5000,Diesel,2,10384.01,Tesla,Manual,Red,Partial,3,Yes
1998,22.92,1200,Electric,2,7797.89,BMW,Manual,Gray,None,1,Yes
